"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","magnitude","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","date","readme_check"
"#1 PRECINCT - WEST","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",60,"LIBERTY","30051","LIBERTY","30051","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#1 PRECINCT - WEST","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",6,"LIBERTY","30051","LIBERTY","30051","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#1 PRECINCT - WEST","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",239,"LIBERTY","30051","LIBERTY","30051","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#2 PRECINCT - NORTH","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",106,"LIBERTY","30051","LIBERTY","30051","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#2 PRECINCT - NORTH","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",6,"LIBERTY","30051","LIBERTY","30051","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#2 PRECINCT - NORTH","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",134,"LIBERTY","30051","LIBERTY","30051","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#3 PRECINCT - SOUTH","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",82,"LIBERTY","30051","LIBERTY","30051","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#3 PRECINCT - SOUTH","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",5,"LIBERTY","30051","LIBERTY","30051","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#3 PRECINCT - SOUTH","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",141,"LIBERTY","30051","LIBERTY","30051","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#4 PRECINCT - JOPLIN","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",51,"LIBERTY","30051","LIBERTY","30051","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#4 PRECINCT - JOPLIN","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",7,"LIBERTY","30051","LIBERTY","30051","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"#4 PRECINCT - JOPLIN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",139,"LIBERTY","30051","LIBERTY","30051","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"02 BAINVILLE","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",45,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"02 BAINVILLE","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",1,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"02 BAINVILLE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",167,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"1 WESTBY","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",45,"SHERIDAN","30091","SHERIDAN","30091","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"1 WESTBY","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",0,"SHERIDAN","30091","SHERIDAN","30091","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"1 WESTBY","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",132,"SHERIDAN","30091","SHERIDAN","30091","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"1-HERON-HD13","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",87,"SANDERS","30089","SANDERS","30089","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"1-HERON-HD13","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",16,"SANDERS","30089","SANDERS","30089","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"1-HERON-HD13","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",230,"SANDERS","30089","SANDERS","30089","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"10 FROID","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",53,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"10 FROID","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",8,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"10 FROID","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",109,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"12 CULBERTSON","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",123,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"12 CULBERTSON","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",6,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"12 CULBERTSON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",319,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"15 BROCKTON","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",131,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"15 BROCKTON","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",3,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"15 BROCKTON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",11,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"16 EAST POPLAR RURAL","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",200,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"16 EAST POPLAR RURAL","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",5,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"16 EAST POPLAR RURAL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",54,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"17 NORTH POPLAR MINERAL BENCH","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",32,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"17 NORTH POPLAR MINERAL BENCH","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",4,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"17 NORTH POPLAR MINERAL BENCH","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",64,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"18 POPLAR","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",489,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"18 POPLAR","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",21,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"18 POPLAR","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",146,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"2 MEDICINE LAKE","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",146,"SHERIDAN","30091","SHERIDAN","30091","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"2 MEDICINE LAKE","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",8,"SHERIDAN","30091","SHERIDAN","30091","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"2 MEDICINE LAKE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",216,"SHERIDAN","30091","SHERIDAN","30091","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"2-NOXON-HD13","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",120,"SANDERS","30089","SANDERS","30089","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"2-NOXON-HD13","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",15,"SANDERS","30089","SANDERS","30089","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"2-NOXON-HD13","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",293,"SANDERS","30089","SANDERS","30089","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"22 EAST & NE WOLF POINT RURAL","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",98,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"22 EAST & NE WOLF POINT RURAL","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",7,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"22 EAST & NE WOLF POINT RURAL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",82,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"24 WOLF POINT SOUTHSIDE","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",235,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"24 WOLF POINT SOUTHSIDE","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",15,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"24 WOLF POINT SOUTHSIDE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",96,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"25934","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",253,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"25934","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",36,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"25934","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",573,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"26 WOLF POINT NORTHSIDE","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",227,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"26 WOLF POINT NORTHSIDE","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",18,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"26 WOLF POINT NORTHSIDE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",252,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27 WEST WOLF POINT RURAL","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",221,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27 WEST WOLF POINT RURAL","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",5,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27 WEST WOLF POINT RURAL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",75,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27426","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",313,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27426","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",39,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27426","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",629,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27454","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",33,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27454","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",0,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27454","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",34,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27485","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",388,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27485","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",29,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27485","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",518,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27515","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",57,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27515","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",4,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27515","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",82,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27546","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",145,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27546","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",14,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27546","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",302,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27576","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",378,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27576","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",26,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27576","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",488,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27607","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",200,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27607","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",12,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27607","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",280,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27638","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",415,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27638","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",20,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27638","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",540,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27668","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",439,"JEFFERSON","30043","JEFFERSON","30043","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27668","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",20,"JEFFERSON","30043","JEFFERSON","30043","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"27668","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",570,"JEFFERSON","30043","JEFFERSON","30043","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"28 NORTH WOLF POINT RURAL (VICTORY)","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",11,"ROOSEVELT","30085","ROOSEVELT","30085","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"28 NORTH WOLF POINT RURAL (VICTORY)","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",2,"ROOSEVELT","30085","ROOSEVELT","30085","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"28 NORTH WOLF POINT RURAL (VICTORY)","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",101,"ROOSEVELT","30085","ROOSEVELT","30085","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"3 PLENTYWOOD WEST","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",153,"SHERIDAN","30091","SHERIDAN","30091","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"3 PLENTYWOOD WEST","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",16,"SHERIDAN","30091","SHERIDAN","30091","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"3 PLENTYWOOD WEST","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",195,"SHERIDAN","30091","SHERIDAN","30091","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"3-TROUT CREEK-HD13","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",222,"SANDERS","30089","SANDERS","30089","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"3-TROUT CREEK-HD13","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",20,"SANDERS","30089","SANDERS","30089","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"3-TROUT CREEK-HD13","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",634,"SANDERS","30089","SANDERS","30089","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"31 FTP FRZ","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",298,"VALLEY","30105","VALLEY","30105","KATHLEEN WILLIAMS","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"31 FTP FRZ","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",24,"VALLEY","30105","VALLEY","30105","ELINOR SWANSON","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
"31 FTP FRZ","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",432,"VALLEY","30105","VALLEY","30105","GREG GIANFORTE","000",1.0,"HOUSE",2018,"GEN","MONTANA","FALSE","FALSE","MT","30","81","64","2018-11-06","FALSE"
